codigo;nome;categoria;Energia (kcal);Carboidrato disponível (g);Proteína (g);Lipídios (g);Fibra alimentar (g);Ácidos graxos saturados (g);Ácidos graxos trans (g);Sódio (mg);Açúcar de adição (g);Alfa-tocoferol (Vitamina E) (mg);Carboidrato total (g);Cinzas (g);Cobre (mg);Colesterol (g);Colesterol (mg);Cálcio (mg);Energia (kJ);Equivalente de folato (mcg);Ferro (mg);Fósforo (mg);Magnésio (mg);Niacina (mg);Potássio (mg);Riboflavina (mg);Sal de adição (g);Selênio (mcg);Tiamina (mg);Umidade (g);Vitamina A (RAE) (mcg);Vitamina A (RE) (mcg);Vitamina B12 (mcg);Vitamina B6 (mg);Vitamina C (mg);Vitamina D (mcg);Zinco (mg);Ácidos graxos monoinsaturados (g);Ácidos graxos poliinsaturados (g);Álcool (g)
C0135F;Carne, frango, peito, sassami, crua, Gallus gallus,Seara,;Carnes e derivados;104.00;0.00;22.50;1.50;0.00;0.55;0.00;55.60;0.00;0.03;0.00;0.95;0.03;;29.10;7.29;438.00;5.05;0.43;219.00;30.90;5.80;264.00;0.00;0.00;;0.10;75.10;0.99;0.99;0.21;0.00;0.00;;0.66;0.65;0.00;0.00
C1003F;Carne, frango, pescoço, s/ osso, s/ pele, cru, Gallus gallus domesticus,;Carnes e derivados;222.00;0.00;12.40;19.10;0.00;4.90;;91.00;0.00;;0.00;0.80;0.12;180.00;;104.00;919.00;8.98;2.90;184.00;17.90;4.63;196.00;0.26;0.00;15.20;0.06;67.70;95.80;;0.36;0.33;;;1.80;5.95;4.75;0.00
C0098F;Carne, frango, preparada, s/ sal (média de diferentes preparos), Gallus gallus,;Carnes e derivados;196.00;0.57;28.00;9.12;0.00;2.44;0.10;71.30;0.00;0.00;0.57;1.23;0.05;;114.00;14.30;823.00;5.14;0.95;236.00;17.50;0.00;296.00;0.00;0.00;;0.00;61.10;8.56;8.56;0.24;0.00;0.00;0.00;1.70;3.22;1.92;0.00
C0568F;Carne, galinha da angola, carne e pele, crua, Numida meleagris,;Carnes e derivados;152.00;0.00;23.40;6.45;0.00;1.77;;67.00;0.00;;0.00;1.25;0.04;;74.00;11.00;636.00;5.00;0.84;153.00;22.00;7.67;193.00;0.10;0.00;16.30;0.06;68.90;28.00;;0.34;0.38;1.30;;1.13;2.43;1.41;0.00
C1050F;Carne, novilho, crua (média de 10 espécies), Bos taurus,;Carnes e derivados;105.00;0.00;22.50;1.64;0.00;0.85;0.00;27.10;0.00;;0.00;2.88;0.04;50.30;;3.72;442.00;4.74;0.27;74.50;8.80;3.04;117.00;0.10;0.00;2.95;0.03;74.30;;;0.45;0.18;0.00;;0.92;0.54;0.09;0.00
C0147F;Carne, ovino, capão, crua (média de diferentes cortes),;Carnes e derivados;147.00;0.00;19.80;7.57;0.00;2.71;;53.80;0.00;0.00;0.00;1.04;;;69.20;9.00;617.00;24.60;3.86;201.00;27.80;6.41;299.00;0.25;0.00;;0.14;71.60;0.00;0.00;2.80;0.17;0.00;;4.34;3.04;0.69;0.00
C0148F;Carne, ovino, capão, lombo, crua,;Carnes e derivados;149.00;0.01;20.60;7.33;0.00;2.91;;48.20;0.00;0.00;0.01;0.53;;;69.00;8.72;622.00;0.00;3.98;235.00;27.50;6.13;376.00;0.35;0.00;;0.17;71.50;0.00;0.00;3.32;0.45;0.00;;4.05;3.04;0.40;0.00
C0149F;Carne, ovino, capão, meia carcaça, crua,;Carnes e derivados;157.00;0.86;20.40;8.00;0.00;3.37;0.42;53.60;0.00;0.00;0.86;0.35;;;69.20;9.84;657.00;23.00;3.40;189.00;26.00;6.01;280.00;0.23;0.00;;0.13;70.40;0.00;0.00;2.62;0.16;0.00;;4.07;2.28;0.30;0.00
C0150F;Carne, ovino, capão, paleta, crua,;Carnes e derivados;163.00;0.00;20.30;9.16;0.00;3.99;;59.60;0.00;0.00;0.00;0.70;;;69.40;8.43;683.00;19.10;4.19;170.00;22.10;5.49;214.00;0.19;0.00;;0.10;69.90;0.00;0.00;2.35;0.15;0.00;;5.24;3.76;0.73;0.00
C0151F;Carne, ovino, capão, perna, crua,;Carnes e derivados;142.00;0.00;19.90;7.00;0.00;2.90;;46.60;0.00;0.00;0.00;0.30;;;70.00;7.35;596.00;0.00;4.15;169.00;21.80;5.75;235.00;0.37;0.00;;0.11;72.90;0.00;0.00;1.64;0.41;0.00;;3.61;2.99;0.72;0.00
C0136F;Carne, ovino, cordeiro, crua (média de diferentes cortes), Ovis aries,;Carnes e derivados;112.00;0.00;21.00;3.08;0.00;1.10;0.00;63.10;0.00;0.12;0.00;1.11;;;38.10;6.65;471.00;;2.69;179.00;24.70;5.69;265.00;0.22;0.00;;0.12;74.80;0.00;0.00;2.48;0.15;0.00;0.00;3.85;1.24;0.28;0.00
C0137F;Carne, ovino, cordeiro, lombo, crua, Ovis aries,;Carnes e derivados;113.00;1.08;20.70;2.85;0.00;1.13;;67.00;0.00;0.00;1.08;0.53;;;37.10;6.63;476.00;;2.96;208.00;24.40;5.42;333.00;0.31;0.00;;0.15;74.80;0.00;0.00;2.93;0.40;0.00;0.00;3.58;1.18;0.15;0.00
C0138F;Carne, ovino, cordeiro, meia carcaça, crua, Ovis aries,;Carnes e derivados;116.00;0.04;23.00;2.66;0.00;0.54;;64.60;0.00;0.06;0.04;0.35;;;18.70;5.30;491.00;20.30;3.10;166.00;23.00;5.30;247.00;0.20;0.00;;0.11;73.90;0.00;0.00;2.31;0.14;0.00;;3.58;0.61;0.14;0.00
C0139F;Carne, ovino, cordeiro, músculo, s/ gordura externa, crua, Ovis aries,;Carnes e derivados;104.00;1.00;20.00;2.25;0.00;0.74;0.11;46.60;0.00;0.24;1.00;1.11;;;40.70;3.81;441.00;;1.55;211.00;24.70;6.95;362.00;0.20;0.00;;0.07;75.60;0.59;;1.79;0.23;0.00;0.00;2.05;1.15;0.32;0.00
C0140F;Carne, ovino, cordeiro, paleta, crua, Ovis aries,;Carnes e derivados;123.00;0.02;20.50;4.50;0.00;1.96;0.00;67.50;0.00;0.08;0.02;0.70;;;24.20;10.50;515.00;14.80;2.81;132.00;17.10;4.26;166.00;0.15;0.00;;0.08;74.30;0.00;0.00;1.82;0.12;0.00;;4.07;1.85;0.36;0.00
C0141F;Carne, ovino, cordeiro, perna, crua, Ovis aries,;Carnes e derivados;107.00;1.43;20.50;2.16;0.00;0.52;0.07;53.20;0.00;0.13;1.43;0.30;;;22.30;4.22;453.00;0.00;1.91;152.00;19.60;5.18;212.00;0.34;0.00;;0.10;75.60;2.89;0.00;1.48;0.37;0.00;;3.25;0.55;0.15;0.00
C0142F;Carne, ovino, ovelha, crua (média de diferentes cortes), Ovis aries,;Carnes e derivados;146.00;0.00;19.80;7.45;0.00;2.67;0.00;55.20;0.00;0.30;0.00;1.04;;;92.20;7.37;613.00;24.50;3.63;201.00;27.70;6.39;298.00;0.24;0.00;;0.14;71.70;0.00;0.00;2.79;0.17;0.00;;4.32;2.99;0.68;0.00
C0143F;Carne, ovino, ovelha, lombo, crua, Ovis aries,;Carnes e derivados;145.00;0.00;19.40;7.50;0.00;2.98;;47.90;0.00;0.00;0.00;0.53;;;64.00;7.35;607.00;;3.70;214.00;25.00;5.89;342.00;0.34;0.00;;0.16;72.60;0.00;;3.19;0.43;;;3.68;3.11;0.41;0.00
C0144F;Carne, ovino, ovelha, meia carcaça, crua, Ovis aries,;Carnes e derivados;156.00;0.00;20.40;7.83;0.00;2.94;;58.30;0.00;0.18;0.00;0.35;;;101.00;6.28;637.00;23.00;3.64;189.00;26.00;6.01;280.00;0.23;0.00;;0.13;71.40;0.00;;2.62;0.16;0.00;;4.07;3.30;0.75;0.00
C0145F;Carne, ovino, ovelha, paleta, crua, Ovis aries,;Carnes e derivados;160.00;1.90;20.60;7.83;0.00;3.41;;62.20;0.00;0.15;1.90;0.70;;;42.10;9.31;672.00;19.00;3.62;170.00;22.00;5.47;214.00;0.19;0.00;;0.10;69.00;0.00;;2.34;0.15;0.00;;5.22;3.21;0.62;0.00
C0146F;Carne, ovino, ovelha, perna, crua, Ovis aries,;Carnes e derivados;150.00;0.00;20.20;7.73;0.00;1.88;0.25;52.10;0.00;0.46;0.00;0.30;;;79.80;6.54;629.00;;3.57;176.00;22.70;5.99;245.00;0.39;0.00;;0.11;71.80;10.30;;1.71;0.43;0.00;0.00;3.76;1.97;0.53;0.00
C0152F;Carne, peru, coxa, s/ pele, crua, Meleagris gallopavo,;Carnes e derivados;133.00;0.07;16.50;7.43;0.00;2.28;0.00;67.60;0.00;0.00;0.07;0.93;;;78.50;15.50;557.00;9.14;1.57;161.00;19.20;2.69;249.00;0.19;0.00;;0.07;75.00;1.11;;0.36;0.31;0.00;0.00;2.82;2.28;2.02;0.00
C0153F;Carne, peru, peito, s/ pele, crua, Meleagris gallopavo,;Carnes e derivados;103.00;0.65;21.70;1.53;0.00;0.30;0.01;112.00;0.00;0.06;0.65;1.12;;;58.90;10.90;436.00;6.96;0.73;199.00;27.80;9.86;240.00;0.14;0.00;;0.04;75.00;6.20;;0.63;0.81;0.00;0.10;1.27;0.27;0.27;0.00
C0158F;Carne, porco, bisteca, crua, Sus ssp.,;Carnes e derivados;151.00;1.50;20.90;6.84;0.00;2.69;;54.30;0.00;0.13;1.50;1.05;0.07;;48.10;6.11;634.00;0.00;0.53;195.00;24.10;2.65;334.00;0.00;0.00;;0.90;69.70;0.00;0.00;0.54;0.00;0.00;0.39;1.43;3.03;1.02;0.00
C0162F;Carne, porco, costela, crua, Sus ssp.,;Carnes e derivados;251.00;0.05;18.00;19.80;0.00;7.40;;88.00;0.00;0.24;0.05;0.92;0.05;;68.80;14.50;1040.00;0.00;0.90;159.00;18.00;8.27;248.00;0.00;0.00;;0.62;61.20;0.00;0.00;0.48;0.00;0.00;0.46;2.27;8.30;2.30;0.00
C0154F;Carne, porco, crua (média de diferentes cortes), Sus ssp.,;Carnes e derivados;185.00;1.50;19.80;11.10;0.00;4.29;;74.30;0.00;0.00;1.50;1.11;0.07;;55.80;7.55;773.00;4.80;0.70;185.00;23.20;7.60;293.00;0.01;0.00;7.80;0.88;66.50;0.00;0.00;0.63;0.00;0.48;0.00;1.98;4.87;1.45;0.00
C0164F;Carne, porco, lombo, crua, Sus ssp.,;Carnes e derivados;180.00;0.00;20.00;11.10;0.00;4.17;;53.10;0.00;;0.00;1.30;0.01;;70.00;4.13;749.00;;0.47;194.00;24.50;13.80;334.00;0.00;0.00;7.60;0.95;67.70;0.00;0.00;;0.00;;;1.94;4.68;1.26;0.00
C0165F;Carne, porco, lombo, temperado, crua, Sus ssp.,Seara,;Carnes e derivados;162.00;0.00;18.00;10.00;0.00;3.76;;49.30;;;0.00;2.00;0.01;;63.20;3.86;676.00;;0.44;180.00;22.20;13.80;310.00;0.00;;;0.95;70.00;0.00;0.00;;0.00;;;0.87;4.22;1.14;0.00
C0155F;Carne, porco, orelha, salgada, crua, Sus ssp.,;Carnes e derivados;253.00;0.00;18.50;19.90;0.00;6.70;;615.00;;;0.00;2.04;0.23;;83.00;5.44;1050.00;0.00;1.41;30.80;2.07;0.00;228.00;0.03;;;0.07;59.60;0.00;0.00;0.03;0.00;0.00;;0.57;10.20;2.30;0.00
C0166F;Carne, porco, paleta, crua, Sus ssp.,;Carnes e derivados;220.00;5.65;18.10;13.90;0.00;4.39;0.06;81.40;0.00;0.33;5.65;0.94;;;245.00;10.50;919.00;0.00;1.34;345.00;39.20;14.50;569.00;0.70;0.00;;0.97;61.40;0.00;;1.31;0.00;0.00;;2.94;6.03;2.00;0.00
C0168F;Carne, porco, pernil, crua, Sus ssp.,;Carnes e derivados;183.00;0.67;20.10;11.10;0.00;4.20;;101.00;0.00;;0.67;1.02;0.16;;58.70;8.22;764.00;6.14;0.89;192.00;24.20;5.67;255.00;0.06;0.00;8.00;1.06;67.10;0.00;0.00;0.55;0.00;0.61;0.29;2.15;5.00;1.70;0.00
C0157F;Carne, porco, preparada, s/ sal (média de diferentes cortes e preparos), Sus ssp.,;Carnes e derivados;287.00;0.79;32.10;17.30;0.00;6.53;0.10;55.70;0.00;0.16;0.79;1.40;0.06;;106.00;31.50;1199.00;2.49;0.89;241.00;22.70;6.96;344.00;0.07;0.00;;0.67;48.40;1.95;1.95;0.87;0.03;0.12;1.12;2.52;7.50;2.29;0.00
C0156F;Carne, porco, rabo, salgada, crua, Sus ssp.,;Carnes e derivados;383.00;2.66;15.60;34.50;0.00;11.60;0.07;1157.00;;;2.66;3.50;0.05;;89.10;21.60;1585.00;5.21;0.62;42.40;3.60;1.43;23.80;0.06;;;0.20;43.80;0.00;0.00;0.92;0.00;0.00;;1.41;16.70;4.30;0.00
C0169F;Carne, porco, toucinho, cru, Sus ssp.,;Carnes e derivados;599.00;1.64;9.76;61.50;0.00;21.50;0.21;49.60;;0.67;1.64;1.07;0.11;;87.10;2.39;2471.00;0.00;0.44;35.40;3.57;5.10;57.60;0.00;;;0.00;26.00;0.00;0.00;0.78;0.00;0.00;0.62;0.21;24.10;12.20;0.00
C1054F;Carne, porco, vísceras, cru (média de diferentes tipos), Sus ssp.,;Carnes e derivados;154.00;1.24;18.30;8.40;0.00;2.76;;84.30;0.00;0.46;1.24;1.06;0.39;134.00;;10.00;644.00;73.30;10.40;216.00;18.30;9.12;270.00;1.56;0.00;24.50;0.46;71.00;2169.00;2169.00;10.90;0.44;11.70;;3.86;3.22;1.26;0.00
C1006F;Carne, rã, coxa e dorso, crua, Rana catesbeiana,;Carnes e derivados;82.00;0.00;18.10;1.09;0.00;0.28;;72.80;0.00;3.62;2.25;1.29;0.31;180.00;;118.00;348.00;18.80;1.10;184.00;25.10;1.51;357.00;0.31;0.00;17.70;0.18;77.30;54.30;;0.50;0.15;;0.72;1.25;0.19;0.37;0.00
C1004F;Carne, rã, coxa, crua, Rana catesbeiana,;Carnes e derivados;65.00;0.00;16.00;0.16;0.00;0.04;;66.70;0.00;0.53;3.50;1.17;0.29;26.70;;0.09;278.00;17.30;1.73;169.00;23.00;1.38;327.00;0.29;0.00;16.20;0.16;79.20;8.00;;0.46;0.14;0.00;0.11;1.15;0.03;0.05;0.00
C0986F;Carne, rã, crua, Rana catesbeiana,;Carnes e derivados;69.00;0.00;15.50;0.75;0.00;0.19;;56.50;0.00;2.50;0.00;1.39;0.24;;125.00;17.50;291.00;14.60;1.46;143.00;19.50;1.17;277.00;0.24;0.00;13.70;0.14;82.40;37.50;37.50;0.39;0.12;0.00;20.00;0.97;0.13;0.26;0.00
C1005F;Carne, rã, dorso, crua, Rana catesbeiana,;Carnes e derivados;64.00;0.00;15.70;0.17;0.00;0.04;;66.70;0.00;0.57;4.04;0.95;0.29;28.30;;0.05;273.00;17.30;1.73;169.00;23.00;1.38;327.00;0.29;0.00;16.20;0.16;79.20;8.50;;0.46;0.14;0.00;0.11;1.15;0.03;0.06;0.00
C0655F;Carne, seca, crua, Bos taurus,;Carnes e derivados;307.00;0.00;19.70;25.40;0.00;8.70;0.66;4439.00;0.00;0.49;0.00;15.30;0.00;;91.50;14.10;1273.00;106.00;1.33;100.00;12.20;2.83;190.00;0.07;;8.48;0.00;39.20;0.00;0.00;0.78;0.00;0.00;0.30;3.65;7.50;0.30;0.00
C0171F;Carne, veado, crua (média de diferentes cortes), Mazama americana,;Carnes e derivados;110.00;1.08;24.00;1.10;0.00;0.43;0.00;52.10;0.00;0.09;1.08;0.86;;;38.60;5.11;466.00;4.08;3.47;206.00;23.50;6.50;324.00;0.49;0.00;;0.22;73.00;0.00;;6.44;0.38;0.00;;2.13;0.30;0.21;0.00
C1045F;Carne, vitela, crua, Bos taurus,;Carnes e derivados;99.00;0.91;22.10;0.71;0.00;0.29;0.00;26.20;0.00;;0.91;1.15;0.04;50.00;;3.61;418.00;4.59;0.26;72.20;8.53;2.94;114.00;0.10;0.00;2.85;0.03;75.10;;;0.44;0.17;0.00;;0.90;0.21;0.21;0.00
C0069B;Caruru, folha, crua, Amaranthus deflexus L.,;Vegetais e derivados;33.00;1.50;3.20;0.58;4.47;0.10;0.00;13.70;0.00;;5.97;2.62;0.37;;0.00;455.00;137.00;126.00;4.46;77.30;197.00;0.00;278.00;0.10;0.00;1.34;0.00;87.60;969.00;1939.00;0.00;0.11;5.36;0.00;6.03;0.00;0.30;0.00
C0017B;Cará, s/ casca, cru, Dioscorea alata L.,;Vegetais e derivados;88.00;15.70;2.28;0.14;7.27;0.03;0.00;0.00;0.00;0.29;23.00;0.93;0.06;;0.00;3.91;369.00;19.90;0.21;34.70;11.50;0.00;211.00;0.00;0.00;0.90;0.11;73.70;5.70;11.40;0.00;0.02;8.79;0.00;0.18;0.00;0.06;0.00
C0849A;Casquinha, sorvete, cone,;Cereais e derivados;252.00;27.90;3.00;14.00;1.00;6.72;;115.00;;0.11;28.90;0.80;0.08;;32.00;60.00;1051.00;29.00;0.36;128.00;20.00;1.11;204.00;0.21;;2.30;0.09;53.30;117.00;116.00;0.35;0.05;0.00;0.10;0.56;4.18;1.82;0.00
C0012U;Castanha de caju, crua, s/ sal, Anacardium occidentale L.,;Sementes e Oleaginosas;582.00;26.90;18.20;43.80;3.30;7.78;;12.00;0.00;0.20;30.20;2.54;2.13;;0.00;37.00;2416.00;25.00;6.68;593.00;292.00;1.06;660.00;0.06;0.00;;0.42;5.20;;;0.00;0.42;0.50;0.20;5.78;23.80;7.84;0.00
C0020U;Castanha do Brasil, caramelizada,;Sementes e Oleaginosas;604.00;29.60;11.00;47.90;5.95;11.50;0.00;3.41;25.00;4.72;35.60;2.67;1.56;;0.00;133.00;2504.00;16.50;2.78;512.00;249.00;0.00;513.00;0.01;0.00;2536.00;0.23;2.85;0.00;0.00;0.00;0.00;0.00;0.00;3.25;20.60;15.80;0.00
C0003U;Castanha do Brasil, crua, Bertholletia excelsa H.B.K.,;Sementes e Oleaginosas;674.00;7.15;14.50;63.50;7.93;15.30;;0.40;0.00;6.29;15.10;3.40;2.06;;0.00;162.00;2780.00;22.00;2.98;679.00;323.00;0.00;625.00;0.00;0.00;3382.00;0.30;3.52;0.00;0.00;0.00;0.44;0.00;0.00;4.28;27.40;21.00;0.00
C0070B;Catalonha, crua, Cichorium intybus L.,;Vegetais e derivados;25.00;2.70;1.87;0.28;2.05;0.10;0.00;9.39;0.00;2.13;4.75;1.33;0.27;;0.00;56.80;105.00;113.00;3.08;32.00;17.30;1.54;411.00;0.03;0.00;0.28;0.00;91.80;269.00;538.00;0.00;0.36;7.33;0.00;0.48;0.00;0.10;
C0018B;Cebola, branca, crua, Allium cepa L.,;Vegetais e derivados;41.00;7.16;1.76;0.13;2.04;0.05;0.00;0.62;0.00;0.03;9.21;0.54;0.05;;0.00;14.10;173.00;20.20;0.21;39.60;11.90;0.00;184.00;0.00;0.00;0.05;0.05;88.40;0.00;0.00;0.00;0.15;4.87;0.00;0.17;0.02;0.02;0.00
C1076B;Cebola, em pó, Allium cepa L.,;Vegetais e derivados;337.00;63.90;10.40;1.04;15.20;0.22;0.00;73.00;0.00;0.27;79.10;4.04;0.59;;0.00;384.00;1424.00;64.00;3.90;322.00;113.00;0.32;985.00;0.08;0.00;14.30;0.46;5.39;0.00;0.00;0.00;0.72;23.40;0.00;4.05;0.20;0.31;0.00
C0019B;Cebolinha, verde, crua, Allium fistulosum L.,;Vegetais e derivados;19.00;1.16;1.66;0.29;2.39;0.05;0.00;1.60;0.00;0.87;3.55;0.65;0.04;;0.00;93.10;78.00;39.00;0.65;26.90;22.90;0.00;206.00;0.04;0.00;0.10;0.03;93.80;103.00;206.00;0.00;0.08;31.80;0.00;0.27;0.04;0.12;0.00
C0020B;Cenoura, s/ casca, crua, Daucus carota L.,;Vegetais e derivados;31.00;4.56;1.12;0.21;2.98;0.03;0.00;11.10;0.00;0.58;7.55;0.91;0.07;;0.00;21.40;128.00;15.90;0.47;26.90;11.40;0.00;278.00;0.00;0.00;0.60;0.00;90.20;370.00;740.00;0.00;0.05;5.12;0.00;0.30;0.01;0.10;0.00
C0082A;Cereais, barra (média de diferentes sabores),;Cereais e derivados;396.00;70.90;6.25;8.53;5.25;0.00;;498.00;;2.76;76.10;1.32;0.18;;0.00;30.90;1668.00;15.00;2.55;135.00;45.90;9.06;142.00;0.77;;24.80;0.68;7.79;0.00;0.00;0.00;0.91;0.00;0.00;1.77;6.16;1.91;0.00
C0083A;Cereais, barra, banana, Ritter,;Cereais e derivados;361.00;73.80;6.42;3.14;6.00;0.00;;490.00;;1.02;79.80;1.44;0.20;;0.00;30.40;1528.00;14.70;2.51;133.00;45.20;8.93;140.00;0.76;;;0.67;9.17;0.00;0.00;0.00;0.89;0.00;;1.75;2.27;0.70;0.00
C0084A;Cereais, barra, castanha/uva passa/mel, Ritter,;Cereais e derivados;386.00;73.00;6.78;6.37;4.60;0.00;;498.00;;2.06;77.60;1.42;0.20;;0.00;30.90;1629.00;14.90;2.55;135.00;45.80;9.06;142.00;0.77;;;0.68;7.84;0.00;0.00;0.00;0.91;0.00;;1.77;4.60;1.43;0.00
C0086A;Cereais, barra, frutas e castanha do Brasil, Nutry,;Cereais e derivados;431.00;68.70;5.16;14.20;4.00;0.00;;504.00;;;72.70;1.15;0.20;;0.00;31.20;1814.00;0.00;2.58;137.00;46.40;0.00;144.00;0.78;;;0.69;6.76;0.00;0.00;0.00;0.92;0.00;;1.79;10.30;3.19;0.00
C0088A;Cereais, farinha, láctea,;Cereais e derivados;401.00;73.20;12.20;6.06;2.47;3.45;0.16;123.00;;5.07;75.60;2.18;0.19;;11.80;193.00;1696.00;135.00;8.62;292.00;57.00;9.39;361.00;1.12;;2.58;1.41;3.80;515.00;515.00;;1.12;24.00;;1.71;1.47;0.63;0.00
C0089A;Cereais, farinha, maçã/banana/mamão, vitamina, Neston,;Cereais e derivados;386.00;87.70;5.97;0.70;2.40;0.17;;1185.00;;0.59;90.10;0.70;0.21;;;595.00;1638.00;44.90;12.90;525.00;73.70;7.60;249.00;0.89;;;0.77;2.50;0.00;0.00;0.00;1.52;13.40;;2.06;0.13;0.33;0.00
C0090A;Cereais, farinha, milho, Mucilon,;Cereais e derivados;377.00;86.20;5.92;0.90;0.00;0.25;;398.00;;9.52;86.20;2.16;0.04;;;218.00;1599.00;200.00;31.00;168.00;16.00;13.80;81.90;0.47;;;1.05;4.82;0.00;1404.00;0.00;5.07;109.00;18.00;11.00;0.25;0.41;0.00
C0092A;Cereais, farinha, morango/pera/banana, vitamina, Neston,;Cereais e derivados;390.00;90.90;5.19;0.60;0.00;0.14;;1189.00;;0.50;90.90;1.17;0.21;;;597.00;1655.00;45.10;12.90;526.00;73.90;7.63;249.00;0.90;;;0.78;2.17;0.00;0.00;0.00;1.52;13.40;0.00;2.07;0.11;0.28;0.00
C0091A;Cereais, farinha, Neston,;Cereais e derivados;364.00;70.30;12.90;2.08;6.25;0.49;;258.00;;9.17;76.60;3.12;0.20;;0.00;562.00;1542.00;216.00;12.50;487.00;71.80;14.60;242.00;1.17;;26.40;1.07;5.32;0.00;0.00;2.17;1.17;40.40;4.57;2.01;0.39;0.98;0.00
C0087A;Cereais, farinha, p/ crianças (média de diferentes sabores),;Cereais e derivados;378.00;79.40;8.39;2.32;3.01;0.90;0.08;459.00;;1.94;82.50;1.91;0.12;;11.30;368.00;1603.00;43.80;14.10;311.00;36.10;15.10;214.00;0.83;;2.50;2.01;4.92;0.53;;0.00;2.57;60.80;0.00;3.75;0.65;0.60;0.00
C0098A;Cereal matinal (média de diferentes marcas),;Cereais e derivados;374.00;84.80;5.60;0.86;2.25;0.29;0.00;529.00;;0.06;87.10;2.12;0.05;;;99.70;1587.00;;3.48;72.00;9.44;10.60;67.30;1.07;;;0.74;4.35;16.20;32.40;;1.52;15.90;;8.06;0.30;0.33;0.00
C0100A;Cereal matinal, milho,;Cereais e derivados;364.00;79.70;7.16;0.96;4.12;0.36;0.00;654.00;;0.71;83.80;2.54;0.06;;0.00;142.00;1545.00;287.00;3.05;100.00;10.90;11.00;83.10;1.02;;6.20;0.76;5.53;15.50;30.90;3.00;2.25;17.30;7.00;7.63;0.32;0.33;0.00
C0102A;Cereal matinal, milho, corn flakes,;Cereais e derivados;363.00;79.90;7.80;0.56;3.57;0.19;0.00;399.00;;0.04;83.40;2.54;0.00;;;55.60;1540.00;;3.85;42.50;7.82;9.98;50.80;1.09;;;0.72;5.67;13.00;26.00;;0.78;14.30;;8.36;0.24;0.28;0.00
C0104A;Cereal matinal, milho, corn flakes, Nestlè,;Cereais e derivados;376.00;85.10;6.10;1.00;1.00;0.34;0.00;408.00;;0.07;86.10;3.20;0.04;;;56.80;1596.00;;3.93;43.50;8.00;10.20;52.00;1.12;;;0.73;3.58;23.20;46.40;;0.79;14.70;;8.54;0.43;0.49;0.00
C0105A;Cereal matinal, milho/trigo/aveia, Froot Loops,;Cereais e derivados;389.00;84.70;6.28;2.33;2.15;0.80;;410.00;;0.17;86.80;1.54;0.00;;;57.10;1649.00;;3.95;43.70;8.04;10.30;52.30;1.12;;;0.74;3.04;54.00;108.00;;0.80;14.70;;8.59;1.00;1.15;0.00
C0099A;Cereal matinal, Snow Flakes,;Cereais e derivados;375.00;88.20;3.70;0.60;1.00;0.21;0.00;403.00;;0.04;89.20;1.89;0.00;;;56.20;1593.00;;3.89;43.00;7.91;10.10;51.40;1.11;;;0.72;4.60;13.90;27.80;;0.78;14.50;;8.45;0.26;0.30;0.00
C0993A;Cereal, All-Bran, Kellogg´s,;Cereais e derivados;335.00;44.90;13.10;4.90;29.30;1.10;0.00;258.00;;1.19;74.20;5.60;1.04;;0.00;389.00;1403.00;2198.00;17.60;1150.00;362.00;14.80;1020.00;2.71;;9.40;2.27;2.12;522.00;;18.80;12.00;20.00;4.30;12.40;0.89;2.00;0.00
C0182C;Cereja, in natura, Prunus avium,;Frutas e derivados;66.00;13.90;1.06;0.20;2.10;0.04;0.00;0.00;0.00;0.07;16.00;0.48;0.06;;0.00;64.00;279.00;4.00;0.36;21.00;11.00;0.15;222.00;0.03;0.00;2.00;0.03;82.30;3.00;;0.00;0.05;7.00;0.00;0.07;0.05;0.05;0.00
C1163A;Cevada, farinha (média de baixa e alta taxa de extração),;Cereais e derivados;308.00;53.50;12.10;1.03;18.10;0.17;0.00;3.37;0.00;0.11;71.60;1.90;0.12;0.00;;25.50;1299.00;32.70;2.31;236.00;64.50;5.30;316.00;0.07;0.00;2.21;0.15;13.30;0.00;;0.00;0.29;0.00;;;0.09;0.47;0.00
C0106A;Cevada, nua (média diferentes cultivares), Hordeum vulgare L.,;Cereais e derivados;336.00;57.20;13.80;2.41;15.10;0.40;;3.52;0.00;0.25;72.30;1.89;0.12;;;26.60;1417.00;34.20;2.41;247.00;67.30;5.53;330.00;0.08;0.00;2.31;0.16;9.59;0.00;0.00;0.00;0.30;0.00;;;0.20;1.11;0.00
C0789A;Cevada, s/ casca (pérola), crua,;Cereais e derivados;341.00;56.30;13.80;3.33;15.10;0.70;;9.05;0.00;0.06;71.40;1.89;0.42;;0.00;29.20;1436.00;23.10;2.51;222.00;79.40;4.63;281.00;0.11;0.00;37.90;0.19;9.59;3.11;6.21;0.00;0.26;0.00;0.00;2.14;0.43;1.61;0.00
C0021B;Cheiro verde (50% cebolinha verde, 50% salsa), cru,;Vegetais e derivados;33.00;3.19;2.78;0.43;2.65;0.06;0.00;2.32;0.00;0.70;5.84;1.55;0.15;;0.00;165.00;139.00;112.00;2.42;46.00;23.00;0.48;573.00;0.12;0.00;0.40;0.09;89.40;364.00;729.00;0.00;0.42;50.00;0.00;1.01;0.02;0.15;0.00
